student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
5692,18,Male,10th,3.6,1,130,ChatGPT+Gemini,Notes,6,24,23,8,94,81.1,77.7,2,4.5,13.9,8.3,5.9,0.8,3,65.8,1,Medium
5693,24,Female,12th,5.9,1,150,Claude,Notes,7,2,44,7,38,46.0,81.6,5,1.2,-10.6,6.6,0.7,4.1,5,41.2,1,Low
5694,22,Female,1st Year,1.7,0,136,None,Exam Prep,5,12,35,9,59,70.2,42.1,7,2.4,6.4,8.6,3.6,3.2,5,69.1,1,Medium
5695,21,Female,1st Year,5.9,1,138,Copilot,Notes,7,52,96,1,41,56.0,68.9,3,9.5,11.8,7.9,3.1,4.7,7,37.2,0,Low
5696,20,Male,12th,4.4,0,174,Gemini,Doubt Solving,6,66,107,10,84,67.9,69.8,5,3.3,6.3,4.7,4.4,3.7,3,72.7,1,Medium
5697,14,Male,3rd Year,5.0,1,176,ChatGPT,None,5,30,3,5,42,47.2,77.3,6,2.8,8.9,5.7,1.3,1.4,4,44.5,1,Low
5698,17,Male,12th,1.0,1,171,ChatGPT+Gemini,Doubt Solving,3,66,64,6,43,33.2,61.5,10,2.5,39.4,5.6,2.6,4.1,8,45.4,1,Low
5699,20,Female,2nd Year,2.2,1,112,Copilot,Notes,2,80,101,6,58,52.9,44.1,3,6.3,39.1,7.5,0.0,0.5,2,45.8,1,Low
5700,24,Female,10th,0.8,0,140,ChatGPT,Coding,5,54,55,10,57,41.2,59.4,8,4.6,1.2,6.7,4.0,0.6,2,45.1,1,Low
5701,20,Male,3rd Year,2.5,1,135,None,None,8,65,10,7,66,81.4,53.1,7,6.3,23.8,5.4,1.9,4.5,7,66.8,1,Medium
5702,19,Female,11th,5.9,1,21,Gemini,None,5,4,84,5,26,81.1,87.2,10,9.8,-6.0,7.8,5.8,0.8,2,56.8,1,Medium
5703,21,Female,10th,1.1,0,37,Claude,Notes,3,8,24,5,63,35.1,92.8,1,1.7,39.5,7.3,2.8,0.4,3,40.5,1,Low
5704,24,Female,10th,3.6,0,26,Copilot,Notes,10,28,49,1,92,57.8,50.4,5,2.2,4.8,8.0,4.2,4.9,1,65.6,1,Medium
5705,19,Other,11th,0.5,0,25,Copilot,Exam Prep,3,34,91,10,60,36.5,76.6,3,6.2,15.0,7.7,1.0,2.1,3,45.5,1,Low
5706,23,Male,10th,4.4,0,22,None,Doubt Solving,5,99,113,5,61,80.0,52.1,9,2.5,2.9,7.1,4.8,3.7,3,61.2,1,Medium
5707,16,Female,3rd Year,1.6,0,119,Gemini,None,9,34,51,10,93,31.3,89.9,4,7.0,-10.6,4.8,0.1,3.7,3,56.1,1,Medium
5708,17,Male,3rd Year,1.2,1,102,Claude,Coding,8,49,5,1,98,60.7,86.3,2,8.3,-10.8,5.0,0.3,1.4,1,67.1,1,Medium
5709,16,Male,3rd Year,2.4,0,64,Copilot,Exam Prep,7,29,45,10,67,40.7,74.9,5,7.5,36.4,7.9,4.7,0.5,9,52.4,1,Medium
5710,14,Female,1st Year,4.7,1,73,None,Exam Prep,5,14,69,2,91,76.5,59.0,1,3.9,13.2,8.3,2.4,0.8,7,62.7,1,Medium
5711,23,Female,1st Year,1.1,1,46,ChatGPT,Coding,9,28,85,1,41,45.0,99.0,1,8.5,38.3,6.5,0.3,2.0,5,31.6,0,Low
5712,18,Female,3rd Year,1.8,1,60,None,Coding,2,24,14,8,82,58.5,78.8,7,5.6,4.2,8.9,2.4,4.8,2,56.8,1,Medium
5713,14,Female,11th,0.5,0,173,Gemini,Exam Prep,6,74,117,8,76,30.4,84.3,4,8.0,8.4,5.5,1.0,1.9,9,48.2,1,Low
5714,14,Female,11th,5.8,1,131,Copilot,Notes,7,100,60,8,75,99.2,92.8,6,9.7,-6.9,7.7,2.8,4.5,10,69.5,1,Medium
5715,15,Female,12th,3.8,1,158,None,Coding,7,56,32,10,53,82.8,89.4,4,5.2,-13.7,7.3,5.9,4.0,8,59.5,1,Medium
5716,17,Male,12th,4.5,0,3,Claude,None,4,50,80,10,42,41.5,89.3,7,5.2,27.0,7.7,0.1,2.7,2,45.7,1,Low
5717,19,Female,3rd Year,4.1,0,28,ChatGPT+Gemini,Homework,2,67,11,1,47,61.1,55.2,9,3.2,3.8,6.1,4.7,0.6,10,55.4,1,Medium
5718,21,Female,10th,1.3,1,72,Copilot,Coding,1,57,30,4,60,64.9,59.0,9,2.1,27.2,5.2,2.2,3.6,8,59.4,1,Medium
5719,16,Male,10th,3.8,1,78,Claude,None,1,11,98,1,29,45.8,63.6,4,7.6,6.9,6.0,4.7,3.5,2,39.2,0,Low
5720,14,Male,11th,1.2,0,43,Gemini,Exam Prep,3,95,33,4,71,35.9,95.0,4,7.7,35.5,4.9,2.7,2.3,8,47.3,1,Low
5721,16,Female,10th,2.7,1,2,Claude,Homework,7,68,31,7,75,69.9,43.4,3,5.4,33.0,4.6,4.5,2.4,3,60.5,1,Medium
5722,16,Female,2nd Year,3.6,0,78,Claude,Exam Prep,5,100,22,10,42,88.5,55.5,3,7.8,29.3,7.4,3.3,0.2,2,46.4,1,Low
5723,18,Female,1st Year,3.6,1,120,Gemini,Doubt Solving,7,36,101,7,29,70.0,66.6,5,3.2,27.6,8.9,4.5,1.8,5,46.0,1,Low
5724,24,Female,10th,1.2,1,138,ChatGPT+Gemini,Doubt Solving,9,24,68,1,84,74.2,82.9,4,1.0,19.5,7.3,3.1,2.1,10,70.9,1,Medium
5725,17,Male,10th,0.7,0,133,None,Notes,8,67,39,10,48,71.4,49.7,1,1.3,32.2,4.7,4.0,0.9,9,50.7,1,Medium
5726,17,Female,12th,4.9,1,46,ChatGPT,Coding,1,23,65,2,65,62.0,70.4,5,6.0,31.1,6.6,2.8,1.0,3,68.1,1,Medium
5727,22,Female,2nd Year,4.5,1,6,ChatGPT+Gemini,Exam Prep,4,35,30,6,60,40.3,60.1,6,1.5,-7.2,7.0,1.4,1.3,2,55.6,1,Medium
5728,20,Female,10th,1.0,1,114,ChatGPT,Homework,5,1,11,6,88,44.2,53.0,2,8.5,21.8,7.7,4.5,2.5,7,59.1,1,Medium
5729,17,Female,1st Year,1.2,0,109,ChatGPT,None,7,34,102,1,63,52.9,43.7,1,7.4,30.1,7.9,3.0,0.4,6,40.3,1,Low
5730,16,Female,10th,5.4,1,67,ChatGPT,Coding,8,99,109,4,48,50.6,89.3,5,8.9,24.7,5.0,2.3,2.4,2,45.9,1,Low
5731,19,Female,11th,4.7,0,0,Copilot,Notes,8,7,41,9,69,66.5,81.1,7,7.2,-19.0,5.6,5.9,1.8,4,73.4,1,Medium
5732,16,Female,2nd Year,6.0,1,76,ChatGPT+Gemini,Exam Prep,4,72,19,8,39,59.5,56.9,9,1.6,17.1,6.7,0.3,2.6,1,57.4,1,Medium
5733,19,Male,10th,1.9,1,42,Claude,None,7,27,13,4,82,74.6,63.4,1,3.9,-2.9,4.0,4.4,2.8,6,65.8,1,Medium
5734,24,Female,2nd Year,3.2,1,155,Copilot,None,2,59,74,3,27,88.8,72.9,3,4.2,26.4,5.0,2.5,4.2,1,41.9,1,Low
5735,24,Male,10th,1.8,1,156,Gemini,Exam Prep,9,53,59,8,84,33.4,59.3,6,6.2,24.4,8.8,2.0,1.8,9,63.8,1,Medium
5736,22,Male,1st Year,3.9,1,17,Gemini,Doubt Solving,6,43,94,9,63,62.4,51.2,10,9.7,-13.5,5.8,5.4,4.1,7,60.3,1,Medium
5737,19,Female,1st Year,1.1,1,86,ChatGPT,Notes,4,9,114,1,35,45.1,52.6,6,7.9,0.0,7.7,4.7,0.5,1,40.6,1,Low
5738,17,Male,2nd Year,1.2,1,72,Copilot,None,6,4,96,10,88,93.7,91.0,7,3.3,34.0,6.4,0.1,0.1,8,86.1,1,High
5739,18,Female,3rd Year,0.9,0,106,None,Exam Prep,7,100,89,8,69,68.1,69.1,2,1.9,9.0,9.0,4.4,0.9,4,47.1,1,Low
5740,19,Male,12th,4.3,0,5,None,Doubt Solving,10,46,1,5,32,91.9,68.3,8,9.1,10.4,8.5,0.0,2.8,10,58.4,1,Medium
5741,24,Male,12th,3.2,0,143,Copilot,Doubt Solving,8,30,30,3,84,76.9,63.3,3,6.2,-7.8,5.4,0.3,3.9,1,73.0,1,Medium
5742,16,Female,11th,3.9,0,128,Gemini,Homework,4,28,54,10,91,39.5,83.4,2,2.3,-9.3,8.0,1.5,4.8,2,55.9,1,Medium
5743,21,Male,3rd Year,5.3,1,21,Claude,None,9,2,34,5,20,89.3,89.8,5,8.5,-16.0,6.8,5.9,1.3,3,56.1,1,Medium
5744,17,Female,12th,4.6,1,45,ChatGPT+Gemini,Notes,6,25,26,10,39,52.2,83.2,9,6.7,-15.2,5.5,2.3,1.7,10,55.9,1,Medium
5745,21,Male,2nd Year,3.0,0,150,ChatGPT+Gemini,Notes,1,94,4,4,44,82.0,69.1,10,9.0,-9.5,6.6,3.4,1.3,10,73.0,1,Medium
5746,23,Male,12th,5.9,1,148,ChatGPT,Exam Prep,3,1,74,1,48,65.6,52.0,9,7.9,-19.2,5.7,4.7,1.6,7,63.7,1,Medium
5747,23,Male,11th,3.0,1,50,ChatGPT,Homework,1,78,50,8,86,81.1,72.5,4,5.7,39.7,4.9,1.6,2.0,10,62.3,1,Medium
5748,16,Male,10th,1.1,1,127,ChatGPT,Coding,6,76,102,7,37,66.9,83.6,3,6.1,6.1,6.3,5.6,3.1,4,44.1,1,Low
5749,23,Female,12th,6.0,0,94,Gemini,Exam Prep,6,91,91,4,76,95.0,64.8,4,5.7,4.5,6.1,2.8,2.8,5,75.3,1,High
5750,20,Male,2nd Year,0.6,0,37,Gemini,Doubt Solving,7,55,15,4,72,65.7,99.4,5,1.5,15.2,5.6,5.3,0.3,4,56.5,1,Medium
5751,24,Female,2nd Year,3.5,1,155,None,Coding,1,13,115,5,89,34.2,96.1,7,9.4,31.3,7.1,2.7,2.6,10,59.5,1,Medium
5752,22,Female,11th,2.2,1,43,ChatGPT+Gemini,Coding,1,75,39,1,81,61.7,96.0,8,9.9,19.8,4.6,5.4,3.9,5,71.3,1,Medium
5753,17,Female,11th,3.3,0,90,None,None,5,14,89,4,71,97.7,75.6,7,3.7,-7.2,8.9,5.2,3.3,6,71.6,1,Medium
5754,21,Female,1st Year,3.6,1,166,None,Exam Prep,5,84,87,5,97,85.3,73.2,2,8.4,24.7,5.1,2.1,3.3,4,69.8,1,Medium
5755,16,Male,1st Year,1.8,1,169,ChatGPT,None,1,92,67,8,45,74.2,72.0,8,10.0,-11.6,7.1,0.5,0.5,8,60.7,1,Medium
5756,20,Male,1st Year,3.6,1,41,None,Homework,7,44,75,1,90,40.6,68.2,10,1.2,31.4,6.0,0.4,2.6,1,75.6,1,High
5757,16,Female,10th,4.7,1,59,Copilot,Notes,7,98,81,4,30,42.8,49.7,7,3.9,24.0,4.0,2.8,1.3,10,36.7,0,Low
5758,20,Female,2nd Year,2.0,1,125,None,Homework,6,46,118,10,40,80.6,92.6,5,6.1,36.2,5.1,0.2,3.8,1,54.5,1,Medium
5759,24,Female,1st Year,2.6,1,56,Claude,Exam Prep,7,19,77,10,88,81.1,89.1,6,4.5,32.5,6.8,3.7,0.3,10,69.8,1,Medium
5760,23,Female,2nd Year,2.0,1,76,Gemini,Notes,6,17,80,7,50,56.1,84.6,4,9.7,4.8,5.7,4.8,3.0,5,43.4,1,Low
5761,23,Male,11th,5.0,1,95,None,Coding,10,78,43,5,64,99.6,81.4,3,2.7,33.7,8.2,5.2,0.7,2,66.9,1,Medium
5762,24,Male,10th,4.5,1,6,ChatGPT,Doubt Solving,2,60,40,1,83,78.4,68.0,6,4.5,28.6,7.4,5.7,2.6,1,79.1,1,High
5763,24,Female,11th,5.3,1,50,ChatGPT,None,5,75,15,7,46,92.6,99.7,4,7.6,6.8,4.8,0.5,0.2,5,47.7,1,Low
5764,19,Female,2nd Year,1.4,1,110,Gemini,Homework,7,97,116,1,53,33.2,66.4,4,8.2,21.7,8.7,5.3,2.5,9,32.8,0,Low
5765,15,Male,3rd Year,0.9,1,31,ChatGPT+Gemini,None,2,4,41,2,69,73.7,55.8,6,1.9,-10.0,5.2,0.6,3.3,8,63.3,1,Medium
5766,24,Female,3rd Year,1.2,1,6,ChatGPT+Gemini,None,5,57,19,8,88,82.5,60.0,3,3.0,12.1,4.3,5.9,1.7,6,66.4,1,Medium
5767,16,Male,1st Year,1.4,1,75,ChatGPT+Gemini,Notes,3,80,61,9,45,85.8,82.9,10,2.2,-16.8,6.4,0.7,4.7,6,68.0,1,Medium
5768,19,Male,3rd Year,3.4,1,167,ChatGPT+Gemini,Homework,9,76,115,8,67,77.1,58.1,10,5.5,4.7,6.2,6.0,2.1,8,62.5,1,Medium
5769,17,Female,11th,5.8,1,142,Copilot,Notes,10,59,106,8,71,72.4,80.1,1,5.8,17.7,6.5,2.5,1.5,2,47.3,1,Low
5770,19,Female,3rd Year,2.5,0,58,ChatGPT,Doubt Solving,1,12,27,6,97,82.2,82.6,8,7.6,17.6,4.4,4.4,4.1,5,83.1,1,High
5771,14,Female,12th,5.8,1,112,ChatGPT+Gemini,None,7,99,59,7,24,32.7,94.3,10,8.9,2.2,5.5,1.1,1.0,5,36.9,0,Low
5772,23,Male,10th,0.7,1,84,ChatGPT+Gemini,Exam Prep,10,79,40,4,31,82.6,67.6,7,2.2,-14.7,8.6,0.5,4.0,1,46.8,1,Low
5773,14,Male,2nd Year,5.6,1,139,None,Exam Prep,4,39,0,5,32,53.1,69.4,9,5.8,18.5,8.0,4.0,4.3,7,42.9,1,Low
5774,16,Female,1st Year,1.5,1,76,Claude,Notes,5,66,15,2,35,83.3,44.1,9,5.3,-14.9,4.7,3.3,1.3,6,55.2,1,Medium
5775,21,Male,11th,5.5,0,169,Claude,Notes,1,51,3,10,70,84.4,50.5,1,9.1,-5.9,5.4,5.4,3.4,10,58.1,1,Medium
5776,21,Female,10th,0.8,1,38,ChatGPT,Exam Prep,5,1,53,4,73,49.4,55.1,1,5.8,28.2,7.7,4.1,2.2,9,45.4,1,Low
5777,24,Female,1st Year,5.7,1,62,None,Coding,8,88,95,7,87,80.1,95.9,1,3.1,6.2,8.3,3.8,2.8,7,51.9,1,Medium
5778,17,Female,11th,1.6,1,129,Gemini,Coding,6,52,28,4,32,53.0,78.5,5,9.3,40.0,4.7,3.9,2.9,5,45.0,1,Low
5779,19,Male,3rd Year,2.2,0,28,ChatGPT+Gemini,Coding,2,66,71,6,37,80.7,94.1,6,9.4,26.2,7.0,2.4,1.0,3,52.9,1,Medium
5780,21,Female,2nd Year,3.2,1,60,Copilot,Doubt Solving,2,10,65,8,95,43.3,58.7,4,2.1,4.3,6.2,4.3,4.3,3,65.5,1,Medium
5781,20,Male,12th,2.6,1,28,Claude,Notes,9,10,109,5,38,35.4,59.8,7,8.7,-13.4,6.4,5.4,4.9,8,45.8,1,Low
5782,24,Male,12th,4.2,1,37,ChatGPT+Gemini,Homework,1,9,23,8,61,71.2,69.9,10,8.5,5.8,8.0,4.1,2.6,2,72.2,1,Medium
5783,20,Male,3rd Year,5.9,1,6,Gemini,Homework,2,27,40,4,90,43.5,79.6,6,6.3,-11.8,7.0,0.7,0.6,5,66.5,1,Medium
5784,17,Male,2nd Year,3.8,0,29,Copilot,Notes,8,10,62,2,40,92.6,48.8,9,5.3,21.4,6.8,2.7,3.7,7,71.6,1,Medium
5785,22,Female,10th,4.5,1,114,Claude,Exam Prep,6,6,55,9,72,41.1,50.4,1,2.7,-13.7,5.9,2.4,0.8,4,39.2,0,Low
5786,23,Male,2nd Year,1.0,1,163,None,Notes,3,28,109,2,20,72.5,88.2,9,2.9,36.6,5.6,2.9,0.2,10,56.7,1,Medium
5787,19,Male,3rd Year,4.0,1,169,Gemini,Coding,3,64,13,7,33,78.8,91.8,8,3.4,3.4,7.6,1.7,2.3,1,53.8,1,Medium
5788,24,Other,11th,3.0,1,3,Gemini,Coding,9,51,52,6,22,30.2,40.4,5,1.7,-18.0,8.6,3.3,3.4,10,30.3,0,Low
5789,16,Male,10th,5.4,1,4,None,Homework,2,14,43,2,28,90.9,82.6,6,7.4,29.7,4.1,4.8,2.5,8,54.5,1,Medium
5790,18,Female,12th,2.6,1,45,Copilot,Notes,10,6,42,3,30,80.9,61.5,9,1.4,1.1,6.4,2.0,1.0,1,59.6,1,Medium
5791,18,Male,3rd Year,4.2,1,74,Copilot,Homework,5,67,0,7,42,83.9,60.6,9,1.9,20.2,6.8,5.5,2.4,9,67.9,1,Medium
5792,18,Male,11th,1.8,1,129,Claude,Exam Prep,7,54,117,6,49,33.9,73.4,4,2.5,31.8,5.4,1.7,0.8,9,40.5,1,Low
5793,21,Female,3rd Year,1.9,1,104,Copilot,None,6,2,96,6,66,54.6,85.3,10,7.2,-16.5,4.4,3.0,4.6,5,64.1,1,Medium
5794,22,Male,1st Year,2.6,1,53,ChatGPT+Gemini,None,1,19,10,7,24,75.0,95.7,6,2.0,-19.1,4.8,3.9,2.2,2,56.1,1,Medium
5795,22,Female,1st Year,2.2,1,107,Copilot,None,10,2,19,5,49,46.0,40.6,1,2.6,-11.5,7.5,4.9,1.6,3,36.9,0,Low
5796,19,Male,1st Year,1.9,1,58,None,Doubt Solving,3,28,78,1,87,88.2,56.0,9,9.4,-5.9,5.1,4.0,3.9,2,72.4,1,Medium
5797,19,Male,12th,0.8,1,32,Gemini,Doubt Solving,5,19,91,5,48,58.6,63.3,1,3.6,11.4,6.0,5.3,2.7,6,39.3,0,Low
5798,22,Male,2nd Year,5.1,0,21,Copilot,Exam Prep,3,9,20,9,64,86.1,44.7,2,7.2,37.7,4.1,5.0,0.7,5,59.4,1,Medium
5799,17,Male,10th,0.9,0,46,Claude,Coding,3,60,86,2,26,91.3,42.1,1,9.4,12.7,4.9,1.2,0.6,5,41.3,1,Low
5800,19,Male,12th,5.4,1,133,ChatGPT+Gemini,Coding,5,98,72,10,35,63.3,99.6,5,1.4,31.6,8.1,2.2,1.3,1,40.5,1,Low
5801,17,Female,11th,1.2,1,23,Copilot,Coding,8,89,19,3,91,45.9,78.8,4,5.2,-8.0,6.6,0.2,3.8,8,57.8,1,Medium
5802,24,Female,11th,0.9,0,176,ChatGPT+Gemini,Homework,10,93,116,2,60,56.7,56.1,4,5.8,33.6,4.5,1.7,2.3,7,48.0,1,Low
5803,14,Male,1st Year,3.6,1,116,Copilot,None,8,89,117,5,80,65.0,62.5,2,7.8,22.9,4.4,0.1,0.9,7,53.8,1,Medium
5804,20,Male,10th,3.3,1,125,ChatGPT+Gemini,Homework,8,36,16,5,70,61.9,82.4,2,9.7,37.0,8.6,4.1,0.2,6,57.0,1,Medium
5805,23,Female,1st Year,3.2,1,50,Copilot,Doubt Solving,6,83,105,5,74,30.3,48.7,6,1.4,32.4,5.9,4.3,1.9,8,51.0,1,Medium
5806,24,Female,11th,3.7,1,117,Copilot,Coding,9,50,62,6,83,35.9,65.5,9,4.4,31.0,7.8,4.7,1.2,1,68.4,1,Medium
5807,19,Female,11th,2.1,0,40,ChatGPT,Coding,5,41,78,3,70,61.9,91.8,9,4.9,-15.6,6.2,0.9,4.7,10,60.4,1,Medium
5808,22,Female,2nd Year,4.1,1,66,Gemini,None,10,72,107,8,40,60.6,56.3,8,9.7,20.4,4.6,1.9,1.0,7,53.8,1,Medium
5809,20,Male,2nd Year,3.3,0,88,Claude,Exam Prep,7,74,4,3,77,92.3,50.4,10,7.8,-1.5,6.6,3.8,3.5,10,79.6,1,High
5810,20,Male,2nd Year,2.3,1,91,Claude,Doubt Solving,1,96,45,2,99,49.4,93.1,9,9.4,-4.5,4.5,5.1,1.1,7,70.8,1,Medium
5811,15,Female,1st Year,5.0,1,120,ChatGPT,None,4,29,105,9,66,98.4,97.0,4,2.2,7.2,8.3,5.1,0.3,6,61.7,1,Medium
5812,24,Female,3rd Year,4.5,1,80,Copilot,Homework,1,93,51,6,30,98.1,92.8,3,1.2,32.0,4.2,2.4,0.1,9,50.3,1,Medium
5813,22,Female,10th,2.7,1,129,Gemini,Doubt Solving,10,44,96,7,80,43.2,95.3,1,9.7,-14.6,7.5,2.0,1.3,5,52.2,1,Medium
5814,23,Male,2nd Year,5.2,0,90,ChatGPT+Gemini,None,2,86,93,1,91,31.7,64.5,6,4.0,35.5,8.9,2.8,4.5,5,66.2,1,Medium
5815,22,Other,12th,5.6,0,99,ChatGPT,Coding,6,99,79,3,25,43.8,68.1,6,6.9,31.5,8.4,1.0,1.2,9,34.8,0,Low
5816,19,Female,2nd Year,3.5,1,77,Claude,Coding,1,23,35,7,94,59.4,77.2,2,2.4,-3.2,8.5,1.4,2.8,10,59.8,1,Medium
5817,16,Male,1st Year,1.7,1,42,Claude,Homework,9,30,100,8,47,55.7,43.5,1,6.0,0.4,5.3,0.1,1.2,5,39.2,0,Low
5818,14,Female,10th,5.5,1,122,None,Homework,6,22,104,2,61,63.2,80.9,10,9.5,-17.0,6.3,4.5,3.6,6,62.7,1,Medium
5819,17,Male,2nd Year,1.5,0,31,None,Doubt Solving,8,52,48,5,71,78.4,72.6,2,7.3,23.8,5.2,6.0,3.8,3,47.6,1,Low
5820,16,Male,10th,0.8,0,139,Claude,Notes,10,41,37,5,30,66.3,96.2,3,5.1,-9.7,7.4,0.5,1.0,6,41.8,1,Low
5821,14,Male,12th,2.3,1,22,Copilot,Coding,10,35,87,9,89,54.1,72.6,10,9.3,-2.3,7.3,0.9,0.3,4,73.4,1,Medium
5822,16,Male,11th,4.5,1,143,None,Coding,8,33,88,3,59,77.3,99.5,2,2.1,3.9,5.5,1.2,0.7,8,45.9,1,Low
5823,17,Male,10th,5.6,0,171,ChatGPT+Gemini,Notes,2,84,26,5,49,53.4,98.2,3,5.2,4.4,6.0,3.3,2.5,1,47.2,1,Low
5824,21,Female,3rd Year,4.0,1,1,ChatGPT+Gemini,Doubt Solving,2,25,68,8,75,54.7,64.1,4,6.2,28.1,5.9,2.3,2.0,3,59.7,1,Medium
5825,22,Male,2nd Year,5.7,0,6,ChatGPT+Gemini,Exam Prep,3,70,49,3,97,54.0,42.1,5,1.1,9.7,7.5,0.5,0.5,3,58.8,1,Medium
5826,16,Female,1st Year,1.0,1,20,Copilot,Exam Prep,8,24,112,6,96,51.3,88.5,8,1.2,-16.7,4.1,0.0,0.6,3,76.0,1,High
5827,19,Male,3rd Year,0.8,0,94,Claude,Coding,8,2,84,9,25,79.0,91.2,6,6.6,16.0,8.6,2.0,2.8,9,48.3,1,Low
5828,23,Male,3rd Year,3.8,1,150,None,Exam Prep,5,42,42,10,68,42.2,73.2,1,6.9,-1.6,4.7,2.7,5.0,7,43.3,1,Low
5829,24,Female,1st Year,5.8,0,125,None,Doubt Solving,2,81,98,4,52,84.2,84.0,6,9.8,0.4,5.6,4.1,4.6,10,53.7,1,Medium
5830,18,Female,1st Year,3.3,1,120,Claude,Exam Prep,4,5,69,7,30,94.6,68.6,2,3.8,-7.6,4.2,5.9,4.4,5,50.9,1,Medium
5831,19,Female,1st Year,0.8,1,24,Copilot,Homework,4,53,8,8,84,49.3,78.0,6,4.1,-13.3,6.2,2.5,0.4,7,63.9,1,Medium
5832,17,Other,3rd Year,1.7,0,34,Gemini,Doubt Solving,7,51,108,6,46,79.3,70.7,6,6.4,-4.6,7.7,3.1,0.6,10,55.1,1,Medium
5833,23,Male,10th,1.8,1,172,Copilot,Notes,4,12,90,1,49,72.3,68.8,1,7.7,32.6,7.9,4.4,3.5,1,51.1,1,Medium
5834,19,Male,1st Year,2.4,0,134,Copilot,Coding,10,65,64,6,65,51.0,89.2,4,5.7,32.3,5.8,2.5,4.4,1,53.0,1,Medium
5835,20,Female,11th,0.7,0,31,Claude,Doubt Solving,6,55,29,4,45,46.5,50.8,10,6.6,36.7,5.9,3.6,1.5,3,46.2,1,Low
5836,22,Other,3rd Year,5.5,1,52,ChatGPT+Gemini,Exam Prep,2,46,14,3,47,96.1,65.5,3,2.9,-17.9,5.7,2.2,2.5,4,58.5,1,Medium
5837,23,Female,3rd Year,3.3,1,68,Claude,Doubt Solving,2,76,31,3,51,78.8,80.5,8,7.4,34.0,5.1,5.9,2.0,1,60.3,1,Medium
5838,20,Female,3rd Year,4.2,1,24,None,None,5,64,83,3,93,75.1,99.1,4,4.6,1.7,7.6,1.3,0.7,9,78.1,1,High
5839,19,Female,12th,0.9,1,94,Gemini,Notes,1,65,3,1,31,99.8,74.3,10,6.2,18.9,8.5,4.5,2.1,6,57.1,1,Medium
5840,14,Male,10th,0.8,1,85,ChatGPT,None,2,67,59,10,35,54.7,73.0,7,6.9,17.2,6.0,0.5,2.1,8,45.6,1,Low
5841,15,Female,10th,3.7,1,101,None,Doubt Solving,3,12,54,10,90,46.0,70.5,3,1.1,-9.7,7.6,1.6,3.2,8,63.0,1,Medium
5842,14,Female,1st Year,5.4,1,76,ChatGPT,Notes,9,29,33,1,71,53.1,43.1,10,6.2,-9.7,6.4,4.2,3.8,1,69.8,1,Medium
5843,22,Female,3rd Year,3.4,0,129,Copilot,Notes,9,75,111,2,21,41.9,79.1,7,9.5,-7.2,4.6,1.8,3.9,6,29.4,0,Low
5844,23,Male,3rd Year,5.3,1,85,ChatGPT,Doubt Solving,7,32,119,5,92,94.7,97.8,2,1.9,-3.9,6.6,1.8,0.8,5,70.7,1,Medium
5845,23,Male,1st Year,5.0,1,60,None,Coding,5,37,60,7,47,78.8,83.4,5,2.0,2.2,5.3,1.2,3.1,10,61.0,1,Medium
5846,22,Male,10th,0.9,1,136,ChatGPT+Gemini,Coding,2,42,37,5,81,72.3,59.2,5,2.8,7.3,7.3,0.5,1.2,8,63.8,1,Medium
5847,20,Male,1st Year,1.6,0,50,Claude,Exam Prep,2,97,83,3,48,86.5,79.4,4,1.9,1.5,6.2,2.1,3.9,6,60.8,1,Medium
5848,15,Female,1st Year,4.1,1,1,Gemini,None,8,2,110,5,75,66.1,70.2,4,8.7,15.4,7.4,0.6,2.5,5,56.0,1,Medium
5849,19,Male,1st Year,2.9,0,172,Gemini,Doubt Solving,3,42,50,6,44,43.4,80.0,6,8.9,-10.6,6.4,5.9,1.8,3,47.5,1,Low
5850,24,Male,1st Year,2.1,0,31,Gemini,None,7,72,57,4,93,40.8,99.9,2,5.3,35.9,7.8,1.8,4.4,8,52.1,1,Medium
5851,17,Male,1st Year,2.8,1,79,None,None,6,70,91,4,60,66.6,76.6,3,8.1,30.2,9.0,3.2,4.3,6,49.4,1,Low
5852,14,Female,2nd Year,2.9,1,96,None,Doubt Solving,6,3,102,1,24,86.4,41.2,10,3.7,-16.9,8.3,1.6,4.6,5,70.5,1,Medium
5853,14,Female,2nd Year,5.5,1,74,Claude,Homework,3,91,24,7,81,45.5,55.2,7,5.5,7.7,7.5,1.4,2.9,7,64.6,1,Medium
5854,18,Male,3rd Year,1.1,0,159,ChatGPT+Gemini,Coding,6,31,10,8,81,79.3,65.4,10,5.8,28.9,5.2,4.3,3.4,10,84.7,1,High
5855,15,Male,3rd Year,2.0,1,7,Gemini,Notes,4,0,113,4,24,47.5,44.2,5,3.8,1.1,6.8,2.2,2.1,4,38.8,0,Low
5856,17,Male,2nd Year,3.5,0,84,ChatGPT,Homework,1,12,7,6,87,60.3,67.8,4,6.3,5.4,7.2,1.0,4.5,1,70.0,1,Medium
5857,14,Female,10th,4.3,1,120,ChatGPT+Gemini,Doubt Solving,8,35,33,6,56,34.3,67.1,9,8.6,39.7,7.7,1.2,2.4,3,56.2,1,Medium
